node_id,land_type,area_m2
61,commercial,422072.7924980463
117,commercial,4481.995879506184
232,park,552.0201758348032
232,park,3531.141897693603
155,commercial,19584.032787841854
16,commercial,5324.8302811224385
16,commercial,9035.613439310768
117,park,11660.288034068783
226,park,1123.0773754311033
26,commercial,6534.264097230295
62,commercial,10344.83310300147
226,park,974.4589694295562
226,park,1731.986622244088
146,residential,3342.4520181663947
146,commercial,17680.965193912183
132,commercial,13510.503725830638
146,park,4171.633601207668
226,water,967.0337024001649
226,water,2389.982150356482
226,water,1185.1888194308808
226,water,4771.299279111079
226,water,3859.995000918784
226,water,19222.15989339941
226,water,257.3970531686788
226,water,1151.2851266191585
226,water,1968.8880742232327
226,park,1595.730266699265
227,park,7034.716611143505
226,park,3334.7644833637473
226,residential,7540.638683403469
226,commercial,2151.0861076006277
227,park,1293.639605098373
226,residential,38595.62178948046
226,residential,5161.170611469349
226,park,10476.557223916516
226,water,214.50956906536956
226,park,3443.5597668650676
226,residential,26335.87716244712
127,park,20951.817514947754
127,commercial,2218.5018947267804
127,park,4256.810178210273
127,commercial,3989.9601653407885
127,residential,7633.386533498908
131,residential,104.44342020974536
131,residential,65.89927263787509
132,residential,66.01752450316643
131,residential,155.5374489290549
178,park,679.0364403100516
2,park,2741.442883142557
132,park,771.7367229306442
226,residential,717.5643210037379
226,commercial,776.9483271828003
226,residential,25548.068660035526
226,residential,6029.331623070367
227,park,8120.726542891445
126,residential,65700.39070644937
126,residential,1290.535169365279
126,water,670.5799589090032
126,residential,251.25961760864354
31,park,251.1771029467446
30,park,1987.7125053495993
30,park,2749.459509090708
30,park,593.6422343250829
31,park,3960.4092922904556
30,park,3497.1775657405533
30,park,2294.173656692984
119,commercial,3850.3207602809866
119,commercial,10664.340816205666
232,residential,18838.78385487486
61,residential,73244.95131556138
221,residential,30701.740182356225
43,commercial,14963.974578011681
43,commercial,11644.812724427842
10,park,8284.755055002039
201,park,2986.871158395872
201,park,1184.6350207303426
117,park,157.7915958062382
62,commercial,327.61159106792616
127,park,8511.011113870138
12,park,471.76462379298255
13,park,536.361127765317
226,park,149.40936261444034
231,park,9580.853857308513
61,park,7926.914075589111
61,park,803.0939714684455
61,park,1815.8966836876848
147,residential,46371.08459482045
147,park,4396.953882165503
117,residential,7789.152573080768
116,residential,8917.097959641118
26,park,632.1629244312492
224,residential,10386.240362401819
230,water,17155.57971370878
178,residential,47582.01987391343
233,residential,17664.3241126623
226,park,813.7194645307218
117,water,505.5599746285134
38,park,4394.373352907778
10,park,678.1266965348032
11,park,2096.931492957211
117,residential,81900.44242869146
47,park,722.3190525808391
127,residential,6623.830358967716
32,residential,1643.6630162633105
223,park,122.04475272755634
223,residential,100116.48233738574
8,residential,7356.281745619407
8,commercial,400.21977233061205
117,water,68096.79343266883
147,water,42068.997171147814
117,water,28178.68643871562
226,water,30374.7097538253
226,water,5779.555492161842
18,park,3245.780635044893
188,residential,3714.7169289325548
188,commercial,9737.220476530867
232,residential,2946.5678776606337
226,residential,9331.912927257705
123,industrial,8767.432019557204
123,water,2811.1569337189258
123,water,10270.0323889516
121,water,10950.482793670408
207,park,962880.4995198379
226,park,5064.8992395486175
205,residential,20985.00568911224
205,residential,42394.325419037385
205,residential,14146.787651157507
205,water,192855.27843009873
205,residential,187270.09914609388
205,residential,36776.68792609997
204,industrial,43150.10860798639
204,industrial,13747.504736649982
204,residential,39965.146444530765
31,water,147.14620424467742
226,residential,7374.046093897947
226,commercial,224705.77068020558
64,park,2012.3225039215029
35,park,742.3402065233934
69,park,2753.2682614229625
51,park,5507.915190513448
17,park,784.4644469345324
120,water,75888.53198734822
178,park,952.8388025665638
178,park,2813.440206410523
178,park,516.37181215919
178,park,3049.2120449320146
178,residential,13974.470584345705
178,park,455.4973121488063
178,park,1092.0559024952872
178,residential,4471.761934223914
230,park,509831.2335011093
147,park,18949.786244957566
121,park,14773.473289560734
15,residential,27451.645179977884
15,residential,8337.42744305871
206,water,14231.312371236578
205,water,27734.272507726502
204,water,46809.18801957284
145,water,63953.307630424
18,commercial,185.66798614709882
14,water,69685.12470538403
14,park,490.7402349154544
146,water,2551.8722626596536
120,water,52894.99783009225
226,park,658.1756255360801
243,park,13714.785781750486
117,park,949.1058027529574
117,park,1046.4977071676717
117,commercial,397.5934791206208
162,commercial,564.4365901963017
230,park,761.029884099294
117,residential,605.911562030751
120,park,826.1396440590662
117,park,35.04278220973841
205,park,3045.047892143659
232,park,606.0184454545249
2,residential,361.10317923275886
243,water,309.86580480437436
123,water,299.7180227938752
62,commercial,4617.9966744017665
62,commercial,22125.60210885513
62,commercial,1877.871338532514
62,commercial,143.0778017236833
233,residential,1046.0564096050239
219,residential,71585.7407021151
190,residential,93913.60003424833
186,residential,38586.81698468993
195,residential,28241.96096501623
232,commercial,47403.31700710897
232,commercial,34950.35214019886
119,residential,8664.889975516442
188,residential,47392.71997781152
188,residential,36863.16106481765
228,water,41461.2133050328
186,residential,49412.71024955261
219,residential,34061.086994322824
220,residential,53132.482704987706
220,residential,38803.19890361852
219,residential,68175.77594530574
198,residential,8774.98243901252
147,residential,71058.96384588505
199,residential,5336.522258608492
199,residential,88796.84885670207
148,commercial,32910.01054477945
147,residential,91691.51074969102
230,water,354.97659225246923
230,residential,245.58862957004493
230,residential,161.5654305127182
230,residential,317.1232682431059
230,residential,344.02064213759786
230,residential,323.08312625401044
230,residential,349.6331164605562
230,residential,258.6221360979399
230,residential,359.0088723122752
230,residential,258.523369399884
230,residential,199.88702863518822
230,residential,198.55745056973097
230,residential,140.32610670282477
230,residential,129.5380148500225
230,residential,160.83800251511428
230,residential,163.47558776336487
230,residential,148.4045034884007
230,residential,278.18880445162574
230,residential,407.29513053251236
230,residential,232.3890470441774
230,residential,255.9192764500636
230,residential,178.44055092001935
230,residential,177.17154180444817
230,residential,368.25672702263495
229,residential,227.26471274733365
229,residential,213.5549249404355
230,residential,228.47259961290902
230,residential,225.99517204538392
230,residential,258.771557472668
230,residential,116.63040232284455
230,residential,148.15868312737297
230,residential,319.3804025538363
230,residential,515.8780001422758
230,residential,220.40949294205296
230,residential,245.33864916504308
230,residential,121.30976924857214
230,residential,413.4732819156749
230,residential,428.7475848010074
230,residential,677.2257292451873
230,residential,298.9276625442892
18,park,1491.5454298462398
213,water,124.30180203822013
213,water,63.363562775019616
163,commercial,18115.00879292801
2,park,692.7441554775382
2,residential,59836.06154829586
62,residential,15050.596925972159
62,commercial,4916.179502708819
188,residential,5022.36103594127
98,park,1192.7270155210845
98,residential,9987.049927242511
219,park,2509.1241978871067
119,residential,5933.107034354492
31,park,404.2916104355768
7,residential,421.56746933767784
7,residential,1431.3433288908323
16,residential,90.7565536448079
16,residential,38.108409530262705
16,residential,77.81804845355667
38,residential,26.913363517880782
38,residential,33.973880953852
38,residential,36.280627426453606
127,residential,108.18460633633279
121,residential,296.0004418412381
121,residential,147.60455469762718
26,residential,124.2868818757556
26,residential,91.04976224514853
26,residential,76.04873115376478
26,residential,56.629154585205136
26,residential,61.53911041358413
26,residential,112.22604834152504
26,residential,190.01788500942854
26,residential,163.14761755634657
26,residential,96.56369736760226
26,residential,88.69905502617004
26,residential,159.46788274648682
26,residential,287.40003710214387
26,residential,169.2051901713401
26,residential,557.2923847411535
26,residential,117.39841379155382
62,residential,151.76811422801956
62,residential,78.83907390999839
62,residential,163.9197888120452
62,residential,151.56409227542792
26,residential,209.05570700782857
2,residential,178.84917472289058
207,residential,136.1384752031008
2,residential,270.78410696545507
2,residential,214.88445694521198
2,residential,155.2378117668973
207,residential,142.35302888224209
118,residential,7872.34922641961
232,commercial,122623.56652197626
232,residential,16076.230393892047
232,commercial,5686.725488910744
232,commercial,8390.22681607456
232,commercial,43486.93039882282
232,commercial,9312.379682144881
232,commercial,47545.680781610026
232,commercial,9451.215752196382
232,commercial,14890.617043194248
232,commercial,56342.86417631283
232,commercial,31470.64831673612
147,commercial,68853.91546920095
147,commercial,16831.99430328555
147,commercial,44901.60297848011
147,commercial,38369.65567841812
147,commercial,22082.554877813014
147,commercial,4427.627772007796
147,commercial,9942.460325077442
149,commercial,40066.886991915235
147,industrial,6710.04915448652
147,industrial,9066.158843893112
147,commercial,23420.514280694893
243,park,1646.1707551077434
243,park,1117.333371902392
47,commercial,58349.96603996816
2,industrial,485.5709254372374
26,residential,7932.977554414611
26,residential,3000.3520672793898
26,residential,6234.331671466963
184,water,121981.8236394365
201,residential,1686.0023228906336
202,residential,7556.947030061513
2,residential,424.446641105904
14,water,8597.118131078145
163,commercial,49711.1144964981
15,industrial,4401.654748402043
30,industrial,3830.9250387792727
93,water,680.7056526054471
14,water,3921.63626421255
14,industrial,33507.297242949055
205,water,139.8994630811893
205,forest,54950.45010066566
81,residential,22513.753043898545
232,park,3980.045853501192
232,residential,24307.30009797563
232,water,4278.8385118033475
61,residential,13396.355522475309
61,residential,12561.029290261566
63,industrial,38338.4325248525
178,park,3868.079354935466
178,commercial,3084.695272977717
178,commercial,989.9801187805316
219,residential,22159.298290999464
186,residential,27158.353948068492
186,residential,20046.89022542703
186,residential,14709.357480423194
186,residential,20366.578552610863
190,residential,32808.57357978879
190,residential,416051.7276738639
187,residential,20210.3236005785
190,residential,26402.021245411062
190,residential,28626.107253473536
190,commercial,10773.793519035647
190,residential,95681.32523334995
190,residential,145542.5678159793
190,residential,26532.619996689136
190,residential,40827.189129749866
190,residential,91184.42260341742
190,residential,18940.712907426558
190,residential,28168.982586808008
219,commercial,9682.867030538056
219,residential,98979.90354309062
62,industrial,3350976.5937048215
117,residential,51570.446505933476
117,residential,96472.1510107638
117,residential,45666.0943005076
147,commercial,17287.502115978084
147,commercial,53847.65366094823
118,commercial,9544.705722639452
118,commercial,5726.03738027372
118,commercial,10445.333070396162
118,commercial,10071.83800977543
188,park,1912.9199480051736
188,park,1913.0826224024843
125,park,1866.424433037101
146,forest,3600.457661432312
52,commercial,54087.982798868085
52,park,3827.613360209816
52,park,5520.847922616484
52,park,2185.4579749192653
219,commercial,18204.49836081965
197,commercial,6909.686261703731
219,commercial,23926.11037667465
219,park,12781.959539551339
219,commercial,3216.993570990181
188,residential,26145.335381347362
218,water,76265.08370467954
220,water,247.61092636199257
220,residential,17973.571498417088
220,residential,73371.36350375922
228,residential,19127.08754168128
228,commercial,15830.885316029147
224,residential,19615.56524279807
219,industrial,32951.32076557185
217,commercial,9622.190292665398
120,water,17443.33892689275
120,water,8838.88639663716
209,park,5425.104135785554
209,park,434.809411919902
162,park,12889.200443704813
127,park,2567.3747543213185
127,industrial,1062.295996756262
127,industrial,1685.1445616538062
2,commercial,1710.5527419364287
30,forest,26784.318653558155
126,water,39678.50628373441
85,water,79889.4192934979
205,water,122017.42631878934
144,water,198292.97132586304
123,water,158473.01294094225
226,water,575.4496078531548
168,forest,15926.64788469639
121,water,225.8115713538502
121,water,3425.7521323820197
61,industrial,729.6230109896804
61,industrial,204.246673090765
61,industrial,283.11912212109735
61,industrial,82.53752282801379
61,industrial,401.05980567102733
61,industrial,123.95543252414723
61,industrial,144.4375601197648
61,industrial,174.6965641357903
61,industrial,133.1280761779406
61,industrial,248.7270836213606
61,industrial,125.62823107264646
232,residential,23370.49770119936
157,park,354295.2150255015
2,commercial,171.68051933321226
244,forest,13268.844811311283
244,forest,103845.02576248995
244,forest,177.29767352246495
244,forest,156.25870749863867
244,residential,1227.1877698746314
244,forest,62.26202778079677
244,residential,6693.149131375619
244,residential,3756.564756512619
244,residential,884.7100152681795
244,residential,2266.41131861511
244,residential,1676.1760216787488
244,residential,1283.2782374072358
244,residential,5101.281359509344
244,residential,292.1828609394046
244,residential,1007.1490890896772
244,residential,1842.3558819161606
244,residential,3118.3617292646313
244,residential,2971.248512398519
244,residential,1058.3946158884464
244,forest,2307.9696878387836
244,forest,891.610921796311
244,water,440.05109113830616
244,water,198.62157514746832
244,water,338.60586957349085
199,water,2525.4989289704113
201,residential,238234.99245231817
97,park,1798.7920197484148
97,residential,6304.1164941360485
97,residential,5396.773000478695
97,park,7793.653881468006
27,park,6256.707969098657
208,commercial,1354.7910190094785
207,park,320.17017247495295
2,park,425.39250671163614
207,residential,360.0402780139893
208,commercial,284.8173266831717
117,residential,4918.378169881939
2,commercial,7142.948669669842
2,commercial,42543.02752398509
225,residential,98519.88713699016
121,water,81.82148241428487
121,water,61.33006468239622
121,water,189117.8611670969
121,water,101.71068912460433
127,commercial,1792.0760397360218
127,commercial,1366.763846195853
127,residential,16179.685000557656
147,commercial,70086.4900508701
147,commercial,13991.829479134187
2,park,3071.771734703071
85,water,13545.290986570883
98,water,66157.72745752272
98,park,9953.0894008745
98,residential,5783.192087444123
98,residential,49494.810140908645
98,residential,24943.602041018996
98,park,1044.1040810483148
98,water,173844.17599683793
97,water,105884.17189693627
98,water,144162.77610275385
18,park,569.9786531633969
146,water,4837.462246541188
61,residential,12765.245210563717
129,water,28240.81064622335
29,residential,2110.5419937554857
29,residential,3714.424793385269
29,residential,784.5291727260653
157,water,150.09277295166
243,park,392.27568368387733
126,residential,801.2687996341818
126,residential,1026.9601583520134
147,water,19755.877811565766
147,water,12451.02486952174
147,water,14108.181280200006
117,residential,345.7318866168459
184,industrial,75922.51381424878
184,water,64881.75737909174
53,water,148473.70670233056
117,residential,2212.8070164573373
98,water,53334.32419680784
31,residential,5597.496141667074
61,residential,51982.77140674788
147,park,1205.8531852813746
74,park,783.9022221941999
8,park,1151.0379008002144
13,residential,6335.34060728903
64,commercial,2675.8847633584173
48,commercial,11223.622152424048
48,commercial,5171.354615868991
117,residential,38360.60784909855
2,residential,3913.631745683406
95,residential,26537.01747100217
95,residential,24097.00476349999
196,commercial,27076.162449247822
120,residential,19477.951346660324
120,park,284.8707577911502
2,forest,464.53074654989763
17,park,556.5609790345177
171,residential,13865.554956036774
168,residential,46586.527706846915
97,residential,20441.432766919857
201,residential,44316.09881473623
201,residential,10068.283166957406
2,residential,47976.85502642272
126,residential,10676.358901986376
97,residential,12084.94659785444
31,residential,8489.725668161818
221,residential,31069.138163108524
31,residential,21045.67783903488
226,commercial,3713.246036987876
19,residential,2365.111710417106
18,residential,4254.522098306879
17,residential,11555.333855365516
126,residential,63268.27998303063
168,residential,10949.708980819607
168,residential,5269.524140385052
117,residential,32777.06441993799
117,residential,12559.864223496985
27,residential,27522.70699196352
117,residential,7377.596775795277
117,commercial,15960.41775749877
168,residential,38867.90387169848
124,residential,2311.3130819923185
146,residential,22379.0145385238
171,residential,14690.802591390764
168,residential,10195.5312981244
3,residential,8055.522182626253
168,residential,15249.633618852316
126,residential,3979.7937519015427
233,commercial,43013.54040801208
129,residential,1517.7831649401721
2,commercial,4732.7321742800805
14,residential,1253.1763217135363
2,residential,4615.060015105022
232,residential,1677.1941375920612
168,residential,2712.1878986238216
233,residential,4287.722255847082
97,residential,17679.314501995806
117,residential,20052.091660617454
72,residential,5029.980884088558
97,commercial,30657.23489740162
147,commercial,13991.141222304868
205,residential,1458.217428866377
6,residential,1162.4453233220363
160,residential,2990.878449462485
126,residential,4352.807259989613
97,residential,21849.28472937436
18,residential,3834.778029469683
168,residential,2599.271113500835
35,residential,852.7407868093101
226,residential,1501.5497841100962
32,commercial,2031.8875509652414
2,residential,1505.6881189931523
31,residential,8055.830697296569
146,residential,1158.540982129388
17,residential,1076.9252073347075
232,residential,11266.21547400486
72,residential,1222.420303462665
147,commercial,9924.571969278491
30,residential,978.8868876885228
187,residential,1960.9864279612273
57,residential,2011.9957430407437
232,residential,1915.4852769148176
65,commercial,2967.95344968901
2,residential,9249.7334373647
97,residential,10428.565545947224
186,residential,5536.452568050737
178,residential,3521.295627291533
41,commercial,2222.909090729378
233,commercial,10193.282925404657
18,residential,9413.984086557606
127,residential,960.020695634738
146,residential,2960.7795594692984
13,residential,13683.949029051797
18,commercial,42792.483461914024
121,residential,6181.159626419452
7,residential,18246.01630590901
233,commercial,16300.81379002143
37,residential,4716.510451706734
201,residential,6575.068432215976
127,residential,6927.924619680576
147,commercial,21027.42442277465
160,residential,2111.9106532508467
232,commercial,5851.028747071691
71,residential,1224.5143529782747
201,residential,5243.839544297042
18,residential,818.6761347220203
14,residential,1126.9699880788753
32,residential,2058.072277083351
2,residential,4023.9046588853107
117,residential,712.6949012653826
128,residential,849.8567346908001
221,commercial,17559.6300628606
233,commercial,13158.507767867724
171,residential,5210.05429357597
62,residential,5032.39198822245
127,residential,10948.183976219421
160,residential,8690.631951247899
171,residential,1689.604233943231
38,residential,1787.6862659109265
26,residential,1630.8158162021255
18,residential,760.6914022730211
128,residential,1470.21654123618
126,residential,11340.810274941834
2,residential,7748.960045167678
8,residential,2405.289996271317
69,residential,12744.783873068913
2,residential,5635.616082165394
120,residential,3914.223620470826
117,commercial,7980.594952623255
212,residential,2070.48857963879
117,residential,664.8003555763016
74,residential,1151.3455053096668
2,residential,10831.648909031313
68,residential,2165.668169010617
7,residential,1205.3939700726833
12,residential,791.3782990024072
232,residential,2366.1115052545206
126,residential,1405.0345959495435
230,residential,4765.146116033844
16,residential,1609.8005476979215
2,residential,6543.808248892192
218,residential,1137.5315858692938
16,residential,1453.5248983253744
18,residential,1507.5191546995181
16,commercial,7974.954947810239
16,residential,551.5230137831245
124,residential,15161.758363949471
226,residential,8150.7452435275
226,residential,12498.675878231612
19,residential,2243.300818934993
207,commercial,7031.989698578214
226,residential,5165.465044257372
18,residential,1903.3031926052342
14,residential,2226.2221892531197
117,residential,1304.9764846158844
146,residential,2131.8335824433284
117,residential,1962.6280457096304
2,residential,2200.9566092632094
117,residential,24602.20305121496
171,residential,37327.39104792699
26,residential,3334.6515784567623
233,commercial,13188.96331664051
233,commercial,21638.23837110823
41,commercial,983.0435858027088
38,commercial,10724.46869067506
66,commercial,8904.934272388315
95,residential,2369.7951537144486
201,residential,3271.8420940726814
117,residential,3398.574454732937
97,residential,12584.245671928778
232,commercial,13411.873705944754
52,commercial,7005.035003121074
2,water,118.43422591437515
8,commercial,106714.6765780383
72,residential,1917.2199314982743
7,residential,2382.909359888711
126,residential,21136.816430862626
160,residential,17362.095916572398
35,residential,52059.7410734434
31,residential,13118.787940225382
124,residential,2587.1463404303518
8,residential,4275.424764719015
10,residential,6148.748238071134
171,residential,13402.286243756505
117,residential,85976.27393464814
201,residential,3618.1691691836104
117,residential,1759.124764849811
120,residential,1050.7905595483553
65,residential,8645.677011443062
168,residential,27938.808711758127
126,residential,4134.448611466835
207,residential,11595.52103640675
207,residential,14248.387975447997
146,residential,4998.009871460142
127,residential,15809.364173339001
226,residential,112914.39907935842
62,park,7452.329888314867
62,park,451.53562183916273
62,water,15429.65054915547
31,park,5002.2340228550975
31,park,872.8256125308465
34,park,12237.037189431032
34,park,10142.000923662705
69,park,7141.613323618592
115,park,19770.10083851422
66,park,13093.858323328635
157,residential,246888.50575062705
157,commercial,6447.708454353134
226,water,14063.568806814015
227,park,7347.387930221376
227,park,1254.1723143886156
226,park,4061.187585246906
117,residential,46572.574275006096
117,residential,9883.251010764376
147,park,1731.8413115442859
226,water,30969.64248426573
2,park,122.16431234156327
201,commercial,692.7162697944693
117,water,752.9450694329504
117,water,1515.7392777428681
117,water,3024.7532240358537
40,park,733.8697080080912
147,water,208.8398387717147
232,park,3002.8018281976697
127,residential,19443.525386076286
127,residential,6993.511231075589
127,residential,3286.1840338478496
127,commercial,32515.647073768447
232,water,3571.68203937447
232,water,5106.3897832421535
232,water,343.4637456087631
232,water,219.2919091083653
232,water,334.0793047928254
232,water,6357.842402287057
32,park,320.0790367174309
188,residential,96836.0722151772
196,residential,39064.57187907634
117,residential,10549.24658445204
117,residential,47492.237401343154
117,residential,110114.9066743331
117,residential,29914.79244304915
233,industrial,4056.668901070209
233,park,2851.611270464925
232,residential,741.5278665234782
232,residential,66.72429469039403
31,residential,44999.81405335703
30,park,539.1243871259592
31,park,3231.080435062094
31,park,2837.751089663292
30,park,1615.507445027621
236,residential,88525.80479198688
236,park,2218.666772985606
236,water,63419.79231814164
59,water,1358.746605971594
236,water,57663.77925195714
236,water,1736.299871978808
236,park,2499.818450913208
236,water,2231.4404581772574
236,water,2231.421393311909
236,water,2231.8711987565157
236,water,2231.8754071372045
236,water,2231.4255861904685
236,water,2231.4241572028204
236,water,2231.882718254477
236,water,2231.455984480467
236,water,2231.099674371053
236,water,2231.1010727064413
236,water,2231.1024259672367
236,water,2231.4410640137216
236,water,1075.4247203930227
236,water,1075.5805985514392
236,water,1051.6096128078573
236,water,1051.9887205827438
44,water,48969.06302804834
160,park,26085.622541257624
30,park,1774.223225259527
30,water,134713.5373465978
2,park,129159.85883528607
11,commercial,71177.95443847677
117,residential,481.7977508367465
147,park,396.10925754878934
117,residential,44608.2285679102
117,residential,16020.252403617627
